,tm,ax,ay,az,gx,gy,gz
0,9245,9.40969181060791,-2.3991124629974365,0.4453442096710205,0.029208652675151825,0.029208652675151825,0.029208652675151825
1,9327,9.601238250732422,-2.4086897373199463,0.6273128390312195,-0.3918434977531433,-0.3918434977531433,-0.3918434977531433
2,9409,9.275609970092773,-2.1405253410339355,1.0343478918075562,-0.3605508804321289,-0.3605508804321289,-0.3605508804321289
3,9491,9.711377143859863,-1.379130482673645,1.5994082689285278,-0.3174070417881012,-0.3174070417881012,-0.3174070417881012
4,9574,9.3426513671875,-1.3503985404968262,2.1692571640014653,-0.4357863366603851,-0.4357863366603851,-0.4357863366603851
5,9656,9.380960464477539,-1.0678683519363403,2.159679889678955,-0.10408458858728407,-0.10408458858728407,-0.10408458858728407
6,9738,9.850247383117676,-1.0247704982757568,1.4030736684799194,-0.0416325107216835,-0.0416325107216835,-0.0416325107216835
7,9820,9.740108489990234,-0.8715338110923767,1.292934775352478,-0.03990142792463303,-0.03990142792463303,-0.03990142792463303
8,9902,9.682644844055176,-0.9146316647529602,1.7047585248947144,-0.08624113351106644,-0.08624113351106644,-0.08624113351106644
9,9984,9.764052391052246,-0.8380132913589478,1.3025120496749878,-0.029914423823356632,-0.029914423823356632,-0.029914423823356632
10,10065,9.835882186889648,-0.9912500381469728,1.230682373046875,-0.005013488233089447,-0.005013488233089447,-0.005013488233089447
11,10147,9.730531692504883,-0.8140700459480286,1.2833575010299685,0.009234640747308731,0.009234640747308731,0.009234640747308731
12,10229,9.682644844055176,-1.106177568435669,1.2689915895462036,0.05610698834061623,0.05610698834061623,0.05610698834061623
13,10311,9.740108489990234,-0.9912500381469728,1.1301207542419434,0.12827974557876587,0.12827974557876587,0.12827974557876587
14,10393,9.859825134277344,-0.9002656936645508,1.0056159496307373,0.08260584622621536,0.08260584622621536,0.08260584622621536
15,10475,9.960386276245117,-0.5459058284759521,1.230682373046875,-0.007809847593307495,-0.007809847593307495,-0.007809847593307495
16,10557,9.663490295410156,-0.952940821647644,1.379130482673645,-0.059076480567455285,-0.059076480567455285,-0.059076480567455285
17,10639,9.855036735534668,-0.9098430275917052,1.3264553546905518,0.030273932963609695,0.030273932963609695,0.030273932963609695
18,10721,9.62039279937744,-1.1444867849349976,1.2594143152236938,0.0590365082025528,0.0590365082025528,0.0590365082025528
19,10803,9.73532009124756,-1.3456099033355713,1.5467331409454346,0.09419076889753343,0.09419076889753343,0.09419076889753343
20,10886,9.773629188537598,-0.9481521844863892,1.1875845193862915,0.1297445148229599,0.1297445148229599,0.1297445148229599
21,10968,9.668278694152832,-1.2115278244018557,1.1157548427581787,0.07914368808269501,0.07914368808269501,0.07914368808269501
