,tm,ax,ay,az,gx,gy,gz
0,18182,9.309130668640137,-3.270646095275879,0.10056159645318984,0.023986153304576874,0.023986153304576874,0.023986153304576874
1,18264,9.270821571350098,-3.2562801837921143,0.16760265827178955,-0.004510102793574333,-0.004510102793574333,-0.004510102793574333
2,18345,9.237300872802734,-3.308955430984497,0.16281400620937347,-0.0003821402788162232,-0.0003821402788162232,-0.0003821402788162232
3,18427,9.26124382019043,-3.2945895195007324,0.25379830598831177,0.006009543314576149,0.006009543314576149,0.006009543314576149
4,18509,9.28518772125244,-3.2802233695983887,0.1101388931274414,-0.0049095824360847464,-0.0049095824360847464,-0.0049095824360847464
5,18591,9.198991775512695,-3.2993781566619877,0.25379830598831177,-0.017959272488951683,-0.017959272488951683,-0.017959272488951683
6,18674,9.313919067382812,-3.308955430984497,0.17239131033420566,0.006941664032638073,0.006941664032638073,0.006941664032638073
7,18756,9.256455421447754,-3.2802233695983887,0.11971618235111235,-0.0023795422166585922,-0.0023795422166585922,-0.0023795422166585922
8,18838,9.333073616027832,-3.2945895195007324,0.04788647592067719,-0.009836504235863686,-0.009836504235863686,-0.009836504235863686
9,18920,9.22293472290039,-3.3041667938232417,0.11492753773927687,-0.008238585665822029,-0.008238585665822029,-0.008238585665822029
10,19002,9.347439765930176,-3.342475891113281,0.17239131033420566,-0.00730646401643753,-0.00730646401643753,-0.00730646401643753
11,19084,9.299552917480467,-3.2658574581146236,0.11492753773927687,0.011868586763739586,0.011868586763739586,0.011868586763739586
12,19166,9.313919067382812,-3.308955430984497,0.09577295184135436,-0.0327400416135788,-0.0327400416135788,-0.0327400416135788
13,19248,9.237300872802734,-3.2945895195007324,0.27774155139923096,-0.02728047780692577,-0.02728047780692577,-0.02728047780692577
14,19330,9.328285217285156,-3.347264528274536,0.15323671698570251,-0.011034945026040077,-0.011034945026040077,-0.011034945026040077
15,19411,9.23251247406006,-3.270646095275879,0.17239131033420566,-0.01849191077053547,-0.01849191077053547,-0.01849191077053547
16,19493,9.28039836883545,-3.2131824493408203,0.12450483441352846,-0.022353554144501686,-0.022353554144501686,-0.022353554144501686
17,19575,9.28039836883545,-3.2802233695983887,0.08619565516710281,-0.045922890305519104,-0.045922890305519104,-0.045922890305519104
18,19657,9.333073616027832,-3.289800882339477,0.14365942776203156,-0.05444513261318207,-0.05444513261318207,-0.05444513261318207
19,19740,9.309130668640137,-3.2562801837921143,0.1771799474954605,-0.050849810242652886,-0.050849810242652886,-0.050849810242652886
20,19822,9.275609970092773,-3.347264528274536,0.3352053165435791,-0.027546795085072517,-0.027546795085072517,-0.027546795085072517
21,19904,9.357016563415527,-3.2562801837921143,0.25379830598831177,-0.00730646401643753,-0.00730646401643753,-0.00730646401643753
22,19986,9.22293472290039,-3.1461412906646733,0.30647343397140503,0.029179397970438007,0.029179397970438007,0.029179397970438007
23,20068,9.328285217285156,-3.117409467697144,0.1340821236371994,0.011202787049114704,0.011202787049114704,0.011202787049114704
24,20150,9.28518772125244,-3.150929927825928,0.2202777862548828,-0.021954072639346126,-0.021954072639346126,-0.021954072639346126
25,20232,9.289976119995117,-3.208393812179565,0.21070048213005066,-0.05910573899745941,-0.05910573899745941,-0.05910573899745941
26,20314,9.251667022705078,-3.184450626373291,0.23943236470222476,-0.03580272197723389,-0.03580272197723389,-0.03580272197723389
27,20396,9.237300872802734,-3.270646095275879,0.1963345408439636,-0.030209997668862343,-0.030209997668862343,-0.030209997668862343
28,20477,9.313919067382812,-3.217971086502075,0.16760265827178955,-0.0433928444981575,-0.0433928444981575,-0.0433928444981575
29,20559,9.371382713317873,-3.3568418025970463,0.2442210167646408,-0.050849810242652886,-0.050849810242652886,-0.050849810242652886
30,20641,9.179837226867676,-3.4095170497894287,0.21070048213005066,-0.013564987108111382,-0.013564987108111382,-0.013564987108111382
31,20723,9.23251247406006,-3.428671598434448,0.21070048213005066,1.733936369419098e-05,1.733936369419098e-05,1.733936369419098e-05
32,20805,9.266033172607422,-3.404728412628174,0.13887077569961548,-0.005442222580313682,-0.005442222580313682,-0.005442222580313682
33,20888,9.246877670288086,-3.3807849884033203,0.1819685995578766,-0.013165509328246115,-0.013165509328246115,-0.013165509328246115
34,20970,9.266033172607422,-3.414305686950684,0.1771799474954605,-0.017293469980359074,-0.017293469980359074,-0.017293469980359074
35,21052,9.165471076965332,-3.447826147079468,0.15323671698570251,0.0025473814457654953,0.0025473814457654953,0.0025473814457654953
36,21134,9.246877670288086,-3.476557970046997,0.028731884434819218,0.02358667366206646,0.02358667366206646,0.02358667366206646
37,21216,9.189414024353027,-3.395150899887085,-0.057463768869638436,0.01439862884581089,0.01439862884581089,0.01439862884581089
38,21298,9.32349681854248,-3.4717693328857417,0.01915458962321281,-0.006773823872208595,-0.006773823872208595,-0.006773823872208595
39,21380,9.256455421447754,-3.414305686950684,0.023943237960338596,-0.004510102793574333,-0.004510102793574333,-0.004510102793574333
40,21462,9.266033172607422,-3.3712077140808105,0.07661835849285126,-0.008638065308332443,-0.008638065308332443,-0.008638065308332443
41,21543,9.203780174255373,-3.438248872756958,0.057463768869638436,-0.012499706819653513,-0.012499706819653513,-0.012499706819653513
42,21625,9.198991775512695,-3.4621920585632324,0.10535024106502533,-0.011168105527758598,-0.011168105527758598,-0.011168105527758598
43,21707,9.175048828125,-3.428671598434448,0.13887077569961548,-0.0011811014264822006,-0.0011811014264822006,-0.0011811014264822006
44,21789,9.23251247406006,-3.4095170497894287,0.07661835849285126,0.014132308773696424,0.014132308773696424,0.014132308773696424
45,21871,9.294764518737793,-3.4717693328857417,0.0670410618185997,0.01280070748180151,0.01280070748180151,0.01280070748180151
46,21953,9.19420337677002,-3.366419076919556,0.0,-0.0033116620033979416,-0.0033116620033979416,-0.0033116620033979416
